File Processed: TheOdyssey.txt

Total Words Processed: 117219
Total Different Words: 8839

WORD                  FREQUENCY     FREQ %
lodgments                4           0.003
loftier                  1           0.001
lofty                   29           0.025
loins                    8           0.007
loiter                   1           0.001
lone                     3           0.003
lonely                   9           0.008
long                   152           0.130
longer                  12           0.010
longing                  6           0.005
longitude                1           0.001
lood                     1           0.001
look                    21           0.018
looked                   1           0.001
looking                  1           0.001
looks                    5           0.004
loom                    15           0.013
loose                    3           0.003
loosed                   3           0.003
loosely                  1           0.001
lop                      1           0.001
lopp                     3           0.003
lops                     1           0.001
loquacious               2           0.002
lord                    98           0.084
lordly                   4           0.003
lords                   13           0.011
lose                     7           0.006
loss                     5           0.004
lost                    76           0.065
lot                     12           0.010
lote                     1           0.001
loth                     1           0.001
lotophagi                2           0.002
lots                     5           0.004
lotus                    2           0.002
loud                    38           0.032
loudest                  2           0.002
loudly                   1           0.001
louisiana                1           0.001
love                    99           0.084
loved                   38           0.032
loveliest                1           0.001
lovely                  10           0.009
lover                    1           0.001
lovers                   3           0.003
loves                   16           0.014
loving                   1           0.001
low                     19           0.016
lowers                   1           0.001
lowing                   3           0.003
lowly                   10           0.009
loyal                    5           0.004
loyally                  1           0.001
lucid                    3           0.003
lucina                   1           0.001
luckless                 4           0.003
lull                     1           0.001
lumber                   1           0.001
lun                      1           0.001
lunar                    2           0.002
lured                    2           0.002
lurk                     2           0.002
lurking                  1           0.001
lurks                    2           0.002
luscious                 5           0.004
lust                    12           0.010
lustre                  11           0.009
lusty                    1           0.001
lute                     2           0.002
lux                      1           0.001
luxuriant                3           0.003
luxurious                9           0.008
luxury                  10           0.009
lybian                   1           0.001
lying                    1           0.001
lyre                    16           0.014
lyrist                   4           0.003
mace                     3           0.003
machine                  2           0.002
mad                      4           0.003
madden                   1           0.001
made                    49           0.042
madness                  1           0.001
magazine                 1           0.001
magic                   16           0.014
magnificence             2           0.002
magnificent              5           0.004
magnificently            2           0.002
maia                     1           0.001
maid                    51           0.044
maids                   11           0.009
mail                     2           0.002
main                   129           0.110
maine                    1           0.001
maintains                3           0.003
majestic                29           0.025
majestically             1           0.001
majesty                 11           0.009
make                    22           0.019
makes                   13           0.011
malae                    1           0.001
male                     1           0.001
malea                    1           0.001
malen                    1           0.001
males                    3           0.003
malice                   3           0.003
man                    196           0.167
managed                  1           0.001
mandate                  4           0.003
mane                     1           0.001
mangled                  6           0.005
manhood                  7           0.006
manifest                 6           0.005
manifests                1           0.001
mankind                 21           0.018
manly                   25           0.021
mann                     2           0.002
manner                   6           0.005
manners                  6           0.005
mansion                  8           0.007
mansions                 3           0.003
mantes                   1           0.001
mantius                  2           0.002
mantle                   4           0.003
mantled                  2           0.002
mantling                 1           0.001
manual                   1           0.001
manufacture              1           0.001
manure                   1           0.001
many                    41           0.035
marathon                 1           0.001
marble                  24           0.020
marbles                  3           0.003
march                    6           0.005
marched                  1           0.001
marching                 1           0.001
mares                    3           0.003
margin                   3           0.003
margins                  1           0.001
mariner                  4           0.003
mariners                 6           0.005
mark                    17           0.015
marked                   1           0.001
market                   1           0.001
marks                    5           0.004
maron                    1           0.001
marriage                 1           0.001
marrow                   1           0.001
marry                    1           0.001
mars                    16           0.014
marshall                 2           0.002
marshalling              1           0.001
marshes                  1           0.001
mart                     1           0.001
martial                 38           0.032
mass                     3           0.003
massachusetts            1           0.001
massy                    7           0.006
mast                    22           0.019
master                  41           0.035
masters                  2           0.002
mastiff                  1           0.001
mastiffs                 1           0.001
masts                    4           0.003
match                    3           0.003
matchless                8           0.007
mate                     5           0.004
materials                2           0.002
maternal                 3           0.003
mates                   12           0.010
matron                  25           0.021
matrons                  5           0.004
matter                   2           0.002
mature                  12           0.010
maw                      2           0.002
maximum                  1           0.001
may                    104           0.089
mayest                   1           0.001
mayst                    3           0.003
maze                     2           0.002
mazes                    3           0.003
mazy                     6           0.005
me                     235           0.200
mead                     5           0.004
meads                    7           0.006
meagre                   4           0.003
meal                     3           0.003
meals                    1           0.001
mean                    14           0.012
meanest                  2           0.002
meanly                   1           0.001
means                    9           0.008
meant                    1           0.001
meantime                41           0.035
meanwhile               19           0.016
measure                  7           0.006
measured                 8           0.007
measures                 6           0.005
meats                    1           0.001
mediates                 1           0.001
meditate                 1           0.001
meditated                6           0.005
meditates                1           0.001
meditatest               1           0.001
meditating               1           0.001
medium                   6           0.005
medon                   12           0.010
meed                     3           0.003
meet                    24           0.020
meeting                  3           0.003
meets                    2           0.002
megapentha               1           0.001
megapenthas              1           0.001
megapenthe               1           0.001
megara                   1           0.001
melampus                 2           0.002
melancholy              11           0.009
melanthias               1           0.001
melanthius              12           0.010
melantho                 3           0.003
mellifluous              1           0.001
mellowing                1           0.001
melodious                1           0.001
melody                   1           0.001
melt                     6           0.005
melted                   1           0.001
melting                  6           0.005
melts                    1           0.001
members                  4           0.003
memnon                   2           0.002
memorial                 6           0.005
memorials                1           0.001
memory                   4           0.003
men                     71           0.061
menace                   1           0.001
menaced                  2           0.002
menaces                  1           0.001
mendicant                3           0.003
mendicants               1           0.001
menelads                 1           0.001
menelaus                13           0.011
menial                  19           0.016
menials                  3           0.003
mentes                   4           0.003
mentor                  20           0.017
mera                     1           0.001
merchant                 2           0.002
merchantability          1           0.001
mercury                  5           0.004
mercy                   10           0.009
mere                     4           0.003
merely                   1           0.001
meridian                 1           0.001
merit                    7           0.006
merry                    1           0.001
mesaulius                1           0.001
meshy                    1           0.001
message                  4           0.003
messena                  1           0.001
messenger                9           0.008
messengers               1           0.001
met                     19           0.016
metal                    2           0.002
metals                   1           0.001
methinks                 2           0.002
method                   5           0.004
methods                  2           0.002
mew                      2           0.002
mexico                   1           0.001
michael                  6           0.005
michigan                 1           0.001
mid                      3           0.003
midmost                  1           0.001
midnight                12           0.010
midst                    7           0.006
mien                     5           0.004
might                   49           0.042
mightier                 2           0.002
mightiest                1           0.001
mighty                  63           0.054
mild                    23           0.020
milder                   2           0.002
mildly                   3           0.003
military                 3           0.003
milk                     7           0.006
milking                  1           0.001
milks                    1           0.001
milky                    3           0.003
mill                     2           0.002
millennium               1           0.001
million                  4           0.003
mimas                    1           0.001
mimic                    3           0.003
mind                   133           0.113
mindful                  4           0.003
mindless                 1           0.001
minds                    5           0.004
mine                    37           0.032
minerva                 45           0.038
mines                    1           0.001
mingl                    1           0.001
mingle                   3           0.003
mingled                 12           0.010
mingles                  1           0.001
mingling                 6           0.005
minions                  1           0.001
minister                 2           0.002
ministers                2           0.002
ministrant               1           0.001
minos                    4           0.003
minstrel                 5           0.004
minstrelsy               1           0.001
miracle                  3           0.003
miraculous               1           0.001
mirror                   2           0.002
mirth                    8           0.007
mirthful                 6           0.005
miscall                  1           0.001
mischief                 2           0.002
mischiefs                2           0.002
miscreant                3           0.003
misdeeds                 1           0.001
miserable                4           0.003
miserably                1           0.001
miseries                10           0.009
misery                  11           0.009
misfortune               1           0.001
misgives                 1           0.001
misjudging               2           0.002
mislead                  1           0.001
misled                   1           0.001
misname                  1           0.001
misrule                  3           0.003
miss                     1           0.001
missile                  4           0.003
mississippi              1           0.001
missive                  1           0.001
missouri                 1           0.001
mist                     4           0.003
mistaken                 1           0.001
mistaking                1           0.001
mistress                 1           0.001
mistrust                 1           0.001
mistrusts                2           0.002
mists                    4           0.003
misty                    1           0.001
mitigate                 1           0.001
mix                     23           0.020
mixed                    2           0.002
mixing                   1           0.001
moan                     4           0.003
mock                     1           0.001
mockery                  1           0.001
mocks                    3           0.003
mode                     1           0.001
model                    2           0.002
moderate                 1           0.001
modest                  10           0.009
modesty                  2           0.002
modification             1           0.001
modify                   1           0.001
moly                     2           0.002
moment                  12           0.010
momentary                2           0.002
moments                  1           0.001
monarch                 61           0.052
monarchs                 3           0.003
money                    7           0.006
monster                 13           0.011
monsters                 6           0.005
monstrous                8           0.007
montana                  1           0.001
month                    9           0.008
monthly                  1           0.001
months                   4           0.003
monument                 8           0.007
monuments                1           0.001
mood                     5           0.004
moon                     6           0.005
moons                    1           0.001
moor                    10           0.009
moral                    2           0.002
more                   179           0.153
morn                    23           0.020
morning                 35           0.030
morrow                   5           0.004
morsel                   2           0.002
morsels                  4           0.003
mortal                  51           0.044
mortals                  9           0.008
mosaic                   2           0.002
mossy                    2           0.002
most                    31           0.026
mother                  44           0.038
mothers                  1           0.001
motion                   3           0.003
motive                   2           0.002
motives                  1           0.001
mould                   13           0.011
moulders                 2           0.002
mound                    7           0.006
mounds                   2           0.002
mount                   10           0.009
mountain                18           0.015
mountains               23           0.020
mounted                  1           0.001
mounting                 4           0.003
mounts                   9           0.008
mourn                   31           0.026
mournful                18           0.015
mourning                 1           0.001
mourns                   9           0.008
mouth                    9           0.008
mouths                   4           0.003
move                    35           0.030
moved                   23           0.020
moveless                 1           0.001
moves                   31           0.026
movest                   1           0.001
moving                   5           0.004
ms                       1           0.001
much                    42           0.036
mulct                    2           0.002
mule                     1           0.001
mules                    9           0.008
mulius                   1           0.001
multitudes               2           0.002
munificence              1           0.001
murder                   7           0.006
murderer                 3           0.003
murderous               10           0.009
murders                  1           0.001
murky                    1           0.001
murmur                   1           0.001
murmuring                6           0.005
murmurous                1           0.001
murmurs                  8           0.007
muse                     9           0.008
museful                  1           0.001
muses                    1           0.001
music                    7           0.006
musician                 1           0.001
musing                   4           0.003
must                    62           0.053
mute                     2           0.002
mutter                   4           0.003
muttering                1           0.001
mutters                  1           0.001
mutual                   7           0.006
my                     951           0.811
mycaena                  1           0.001
mycenae                  1           0.001
mycene                   1           0.001
myracle                  1           0.001
myriads                  1           0.001
myrmidons                1           0.001
myself                  13           0.011
mystic                   5           0.004
n                        9           0.008
nail                     1           0.001
naked                   13           0.011
name                    92           0.078
named                    8           0.007
names                    7           0.006
narration                3           0.003
narrative                2           0.002
narrow                   5           0.004
narrower                 1           0.001
natal                   25           0.021
nation                   8           0.007
nations                 14           0.012
native                  97           0.083
natives                  4           0.003
nature                  18           0.015
naubolides               1           0.001
naught                   1           0.001
nausicaa                11           0.009
nausithous               2           0.002
nautes                   1           0.001
naval                    8           0.007
navies                   3           0.003
navy                    11           0.009
nay                      3           0.003
ne                       8           0.007
neaea                    1           0.001
near                    36           0.031
nearer                   3           0.003
nearest                  2           0.002
neator                   1           0.001
nebraska                 1           0.001
necessaries              1           0.001
necessity                3           0.003
neck                    12           0.010
necklace                 1           0.001
necks                    1           0.001
nectar                   5           0.004
nectareous               3           0.003
need                     8           0.007
needful                  5           0.004
needless                 1           0.001
needs                    2           0.002
needy                    4           0.003
neglect                  1           0.001
neglected                8           0.007
neglectful               2           0.002
neglects                 2           0.002
negligence               1           0.001
neighb                   1           0.001
neighboring              2           0.002
neighbour                3           0.003
neighbouring            13           0.011
neighbours               2           0.002
neign                    1           0.001
neither                  3           0.003
neleus                   7           0.006
neptune                 43           0.037
nereids                  2           0.002
nericus                  1           0.001
neritus                  3           0.003
nerolds                  1           0.001
nerve                    3           0.003
nerves                   7           0.006
nervous                  2           0.002
nest                     1           0.001
nestor                  36           0.031
nestorean                1           0.001
net                      5           0.004
nether                   3           0.003
nets                     1           0.001
neutral                  1           0.001
nevada                   1           0.001
never                   56           0.048
new                     59           0.050
newly                    1           0.001
news                    11           0.009
newsletter               2           0.002
newsletters              1           0.001
next                    40           0.034
niggard                  1           0.001
nigh                    13           0.011
night                  117           0.100
nightly                  3           0.003
nights                  11           0.009
nile                     5           0.004
nimble                   3           0.003
nimbly                   2           0.002
nine                    20           0.017
ninety                   1           0.001
ninth                    1           0.001
no                     217           0.185
noble                   18           0.015
nobler                   9           0.008
nobles                   5           0.004
noblest                  4           0.003
nobly                    7           0.006
nocturnal                7           0.006
nod                      5           0.004
nodding                  8           0.007
nods                     2           0.002
noemon                   3           0.003
noise                    6           0.005
noiseful                 1           0.001
noisy                    2           0.002
noman                    6           0.005
nominally                1           0.001
non                      1           0.001
none                    21           0.018
nook                     1           0.001
noon                     2           0.002
noontide                 1           0.001
nor                    252           0.215
north                    6           0.005
northern                 5           0.004
nose                     5           0.004
nostril                  1           0.001
nostrils                 2           0.002
not                    250           0.213
notch                    1           0.001
note                     6           0.005
noted                    4           0.003
notes                    1           0.001
nothing                  3           0.003
notice                   2           0.002
noting                   1           0.001
notwithstanding          1           0.001
nought                   3           0.003
nourish                  3           0.003
novel                    1           0.001
november                 3           0.003
now                    351           0.299
noxious                  1           0.001
number                  10           0.009
numbering                1           0.001
numbers                 13           0.011
numerous                10           0.009
nuptial                 18           0.015
nuptials                 5           0.004
nurse                    3           0.003
nursed                   6           0.005
nurture                  1           0.001
nymph                   36           0.031
nymphs                  15           0.013
o                      529           0.451
oak                      6           0.005
oaks                     1           0.001
oar                     20           0.017
oars                    21           0.018
oath                     7           0.006
oaths                    1           0.001
obdurate                 1           0.001
obedience                3           0.003
obedient                22           0.019
obeisance                3           0.003
obey                    67           0.057
obeyed                   1           0.001
obeys                    8           0.007
object                  13           0.011
objected                 1           0.001
objects                  2           0.002
oblations                1           0.001
oblique                  2           0.002
obliquely                3           0.003
oblivion                 8           0.007
oblivious                4           0.003
obscene                  7           0.006
obscener                 1           0.001
obscure                  5           0.004
obsequies                1           0.001
obsequious              10           0.009
observance               2           0.002
observant               14           0.012
observe                  6           0.005
observed                 4           0.003
observes                 1           0.001
observing                2           0.002
obstinate                1           0.001
obstinately              2           0.002
obstreperous             1           0.001
obtain                   5           0.004
obtend                   1           0.001
obtesting                2           0.002
obtrude                  1           0.001
obtruding                1           0.001
obviously                1           0.001
occasion                 2           0.002
ocean                   46           0.039
oceans                   4           0.003
october                  2           0.002
ocyalus                  1           0.001
odious                   1           0.001
odorous                  3           0.003
odour                    2           0.002
odours                   4           0.003
odyssey                  4           0.003
oenops                   1           0.001
of                    2487           2.122
off                     16           0.014
offence                  8           0.007
offend                   3           0.003
offended                 3           0.003
offender                 1           0.001
offenders                2           0.002
offending                4           0.003
offends                  1           0.001
offensive                3           0.003
offer                    6           0.005
offering                 6           0.005
offerings                5           0.004
office                   4           0.003
offices                  1           0.001
official                 3           0.003
officious                4           0.003
offspring               13           0.011
oft                     26           0.022
often                    3           0.003
ogygia                   2           0.002
ogygian                  2           0.002
oh                      87           0.074
ohio                     1           0.001
oicleus                  1           0.001
oil                      9           0.008
oilean                   1           0.001
oils                     3           0.003
oily                     1           0.001
oklahoma                 1           0.001
old                     68           0.058
olive                    8           0.007
olives                   3           0.003
olympian                 5           0.004
olympus                  4           0.003
omen                    10           0.009
omens                    8           0.007
ominous                  1           0.001
omnipotence              2           0.002
omnipotent               1           0.001
on                     596           0.508
once                    86           0.073
one                     97           0.083
ones                     2           0.002
online                   1           0.001
only                    44           0.038
onset                    1           0.001
onward                   1           0.001
ooze                     4           0.003
oozy                     1           0.001
oped                     1           0.001
open                    14           0.012
opening                  6           0.005
openings                 1           0.001
openness                 1           0.001
opens                    3           0.003
ophagi                   1           0.001
opponent                 1           0.001
opportunity              1           0.001
oppose                   4           0.003
opposed                  7           0.006
opposite                 1           0.001
oppress                 31           0.026
oppresses                1           0.001
oppression               2           0.002
oppressive               2           0.002
oppressor                2           0.002
oppressors               2           0.002
opprobrious              1           0.001
ops                      2           0.002
or                     476           0.406
oracle                   3           0.003
oracles                  4           0.003
oracular                 1           0.001
oraculous                1           0.001
orb                      5           0.004
orbit                    1           0.001
orchard                  2           0.002
orchomenos               2           0.002
orcus                    1           0.001
ordain                  17           0.015
ordains                  6           0.005
order                   38           0.032
orders                   7           0.006
ore                      6           0.005
oregon                   1           0.001
orestes                  8           0.007
org                      2           0.002
organization             1           0.001
organizations            1           0.001
orient                   8           0.007
original                 1           0.001
orion                    4           0.003
orisons                  1           0.001
ornament                 2           0.002
ornaments                3           0.003
orphan                   3           0.003
orsilochus               2           0.002
ortygia                  2           0.002
osier                    2           0.002
osiers                   3           0.003
ossa                     2           0.002
ostent                   1           0.001
otesippus                1           0.001
other                   66           0.056
others                  14           0.012
otherwise                2           0.002
otus                     1           0.001
our                    367           0.313
ours                     3           0.003
ourself                  1           0.001
ourselves                1           0.001
out                     24           0.020
outcast                  2           0.002
outcasts                 1           0.001
outflies                 1           0.001
outfly                   1           0.001
outlet                   2           0.002
outlives                 1           0.001
outrage                  2           0.002
outraged                 2           0.002
outrageous               1           0.001
outrages                 1           0.001
outspread                1           0.001
outstretch               2           0.002
outward                  3           0.003
over                     2           0.002
overcomes                1           0.001
overhang                 1           0.001
overhangs                1           0.001
overhung                 1           0.001
overlooks                1           0.001
overtakes                1           0.001
overthrow                1           0.001
owe                     12           0.010
owed                     4           0.003
owes                     3           0.003
owest                    1           0.001
own                     68           0.058
owner                    3           0.003
owning                   1           0.001
owns                     1           0.001
ox                       6           0.005
oxen                    11           0.009
oxford                   1           0.001
pace                    13           0.011
paced                    1           0.001
pacific                  1           0.001
pacing                   1           0.001
pack                     1           0.001
paeon                    1           0.001
page                     1           0.001
pages                    1           0.001
paid                    27           0.023
pail                     1           0.001
pails                    1           0.001
pain                    26           0.022
painful                  6           0.005
pains                    4           0.003
painted                  6           0.005
paints                   3           0.003
pair                    10           0.009
palace                  83           0.071
palaces                  1           0.001
pale                    35           0.030
pales                    1           0.001
pall                     2           0.002
pallas                  72           0.061
palls                    3           0.003
palm                     1           0.001
pamper                   2           0.002
pampered                 1           0.001
pandarus                 1           0.001
pangs                    3           0.003
panope                   1           0.001
panoply                  3           0.003
pant                     3           0.003
panther                  1           0.001
panting                  7           0.006
pants                    1           0.001
paper                    1           0.001
paperwork                1           0.001
paphos                   1           0.001
parch                    1           0.001
parent                  12           0.010
parentage                1           0.001
parents                 16           0.014
parnass                  1           0.001
parnassus                3           0.003
part                    48           0.041
partake                  4           0.003
partakes                 1           0.001
partaking                1           0.001
parted                   5           0.004
partial                  2           0.002
particular               4           0.003
particularly             1           0.001
particulars              2           0.002
parting                 12           0.010
partition                1           0.001
partly                   1           0.001
partner                  7           0.006
partners                 6           0.005
partook                  2           0.002
parts                    5           0.004
party                    2           0.002
pass                    57           0.049
passage                 13           0.011
passed                   5           0.004
passengers               1           0.001
passing                  3           0.003
passion                 11           0.009
passive                  1           0.001
past                    15           0.013
pastern                  1           0.001
pastime                  1           0.001
pastimes                 2           0.002
pastors                  1           0.001
pasture                  2           0.002
pastures                 4           0.003
patch                    3           0.003
paternal                15           0.013
path                     4           0.003
pathetic                 2           0.002
pathless                 2           0.002
paths                    7           0.006
patience                 2           0.002
patient                 20           0.017
patrimonial              2           0.002
patrimonies              1           0.001
patriot                  1           0.001
patroclus                4           0.003
patron                   6           0.005
pattern                  1           0.001
pause                    4           0.003
paused                   5           0.004
pauses                   1           0.001
pavement                13           0.011
pavements                2           0.002
pavilion                 4           0.003
pay                     27           0.023
payable                  1           0.001
paying                   1           0.001
payment                  1           0.001
pays                     5           0.004
peace                   30           0.026
peaceful                18           0.015
pear                     5           0.004
pears                    2           0.002
peasant                  3           0.003
peasants                 1           0.001
peculiar                 4           0.003
pedestals                1           0.001
peer                    11           0.009
peerage                  5           0.004
peers                   60           0.051
peiraeus                 5           0.004
pelasgi                  1           0.001
peleus                   3           0.003
pelias                   1           0.001
pelides                  2           0.002
pelion                   1           0.001
pellucid                 1           0.001
penal                    1           0.001
penalty                  1           0.001
pendent                  4           0.003
penelope                30           0.026
penn                     1           0.001
pennsylvania             1           0.001
pensive                 38           0.032
penury                   2           0.002
people                  35           0.030
peopled                  1           0.001
per                      3           0.003
perch                    2           0.002
perchance                2           0.002
perfect                  5           0.004
perfected                2           0.002
perfection               2           0.002
perfects                 1           0.001
perfidious               3           0.003
perform                  4           0.003
performed                1           0.001
performs                 1           0.001
perfum                   1           0.001
perfume                  3           0.003
perfumed                 1           0.001
perhaps                 22           0.019
peribaea                 1           0.001
periclimenus             1           0.001
peril                    1           0.001
perilous                 1           0.001
perils                   8           0.007
perimedes                1           0.001
periodic                 1           0.001
perish                  19           0.016
perishable               1           0.001
perished                 1           0.001
perjured                 2           0.002
perjury                  1           0.001
permission               3           0.003
permit                  10           0.009
permits                  1           0.001
permitted                1           0.001
pero                     2           0.002
perpetual                2           0.002
perplex                  1           0.001
perse                    1           0.001
persephone               1           0.001
perseus                  2           0.002
person                  10           0.009
persuade                 4           0.003
persuades                1           0.001
persuading               1           0.001
persuasion               2           0.002
persuasions              1           0.001
persuasive               2           0.002
perusing                 1           0.001
pervade                  1           0.001
perverse                 1           0.001
pervious                 1           0.001
pest                     5           0.004
pg                       1           0.001
phaea                    1           0.001
phaeacia                15           0.013
phaeacian               10           0.009
phaeacians               2           0.002
phaecian                 1           0.001
phaecians                3           0.003
phaedra                  1           0.001
phaestan                 1           0.001
phaethusa                1           0.001
phantom                 10           0.009
phantoms                 2           0.002
pharian                  5           0.004
phedon                   1           0.001
phemius                 10           0.009
pherae                   2           0.002
pheres                   1           0.001
phidon                   1           0.001
philacus                 1           0.001
philaetius               9           0.008
philoctetes              2           0.002
philomel                 1           0.001
philomelides             1           0.001
philomelidies            1           0.001
phlegethon               1           0.001
phocae                   1           0.001
phocas                   1           0.001
phoebe                   1           0.001
phoebus                 22           0.019
phoenecia                1           0.001
phoenician               4           0.003
phorcys                  3           0.003
phrontes                 2           0.002
phrygian                10           0.009
phthia                   2           0.002
phylacian                1           0.001
phylo                    2           0.002
physical                 2           0.002
pictured                 1           0.001
pierce                   6           0.005
pierced                  9           0.008
piercing                 8           0.007
pieria                   1           0.001
piety                    3           0.003
pigmy                    1           0.001
pile                    15           0.013
piled                    4           0.003
piles                    1           0.001
pilgrim                  1           0.001
pilgrimage               1           0.001
pillaged                 1           0.001
pillar                   3           0.003
pillars                  1           0.001
pillow                   1           0.001
pilot                   10           0.009
pinches                  1           0.001
pine                     3           0.003
pined                    4           0.003
pines                    1           0.001
pining                   3           0.003
pinions                  3           0.003
pinnace                  2           0.002
pious                   19           0.016
pipes                    1           0.001
piraeus                  1           0.001
pirates                  9           0.008
pirithous                2           0.002
pisander                 3           0.003
pisenor                  1           0.001
